Frame ID,csi_1real,csi_1imag,csi_2real,csi_2imag,csi_3real,csi_3imag,csi_4real,csi_4imag,csi_5real,csi_5imag,csi_6real,csi_6imag,csi_7real,csi_7imag,csi_8real,csi_8imag,csi_9real,csi_9imag,csi_10real,csi_10imag,csi_11real,csi_11imag,csi_12real,csi_12imag,csi_13real,csi_13imag,csi_14real,csi_14imag,csi_15real,csi_15imag,csi_16real,csi_16imag,csi_17real,csi_17imag,csi_18real,csi_18imag,csi_19real,csi_19imag,csi_20real,csi_20imag,csi_21real,csi_21imag,csi_22real,csi_22imag,csi_23real,csi_23imag,csi_24real,csi_24imag,csi_25real,csi_25imag,csi_26real,csi_26imag,csi_27real,csi_27imag,csi_28real,csi_28imag,csi_29real,csi_29imag,csi_30real,csi_30imag,csi_31real,csi_31imag,csi_32real,csi_32imag,csi_33real,csi_33imag,csi_34real,csi_34imag,csi_35real,csi_35imag,csi_36real,csi_36imag,csi_37real,csi_37imag,csi_38real,csi_38imag,csi_39real,csi_39imag,csi_40real,csi_40imag,csi_41real,csi_41imag,csi_42real,csi_42imag,csi_43real,csi_43imag,csi_44real,csi_44imag,csi_45real,csi_45imag,csi_46real,csi_46imag,csi_47real,csi_47imag,csi_48real,csi_48imag,csi_49real,csi_49imag,csi_50real,csi_50imag,csi_51real,csi_51imag,csi_52real,csi_52imag,csi_53real,csi_53imag,csi_54real,csi_54imag,csi_55real,csi_55imag,csi_56real,csi_56imag,csi_57real,csi_57imag,csi_58real,csi_58imag,csi_59real,csi_59imag,csi_60real,csi_60imag,csi_61real,csi_61imag,csi_62real,csi_62imag,csi_63real,csi_63imag,csi_64real,csi_64imag,csi_65real,csi_65imag,csi_66real,csi_66imag,csi_67real,csi_67imag,csi_68real,csi_68imag,csi_69real,csi_69imag,csi_70real,csi_70imag,csi_71real,csi_71imag,csi_72real,csi_72imag,csi_73real,csi_73imag,csi_74real,csi_74imag,csi_75real,csi_75imag,csi_76real,csi_76imag,csi_77real,csi_77imag,csi_78real,csi_78imag,csi_79real,csi_79imag,csi_80real,csi_80imag,csi_81real,csi_81imag,csi_82real,csi_82imag,csi_83real,csi_83imag,csi_84real,csi_84imag,csi_85real,csi_85imag,csi_86real,csi_86imag,csi_87real,csi_87imag,csi_88real,csi_88imag,csi_89real,csi_89imag,csi_90real,csi_90imag,csi_91real,csi_91imag,csi_92real,csi_92imag,csi_93real,csi_93imag,csi_94real,csi_94imag,csi_95real,csi_95imag,csi_96real,csi_96imag,csi_97real,csi_97imag,csi_98real,csi_98imag,csi_99real,csi_99imag,csi_100real,csi_100imag,csi_101real,csi_101imag,csi_102real,csi_102imag,csi_103real,csi_103imag,csi_104real,csi_104imag,csi_105real,csi_105imag,csi_106real,csi_106imag,csi_107real,csi_107imag,csi_108real,csi_108imag,csi_109real,csi_109imag,csi_110real,csi_110imag,csi_111real,csi_111imag,csi_112real,csi_112imag,csi_113real,csi_113imag,csi_114real,csi_114imag,csi_115real,csi_115imag,csi_116real,csi_116imag,csi_117real,csi_117imag,csi_118real,csi_118imag,csi_119real,csi_119imag,csi_120real,csi_120imag,csi_121real,csi_121imag,csi_122real,csi_122imag,csi_123real,csi_123imag,csi_124real,csi_124imag,csi_125real,csi_125imag,csi_126real,csi_126imag,csi_127real,csi_127imag,csi_128real,csi_128imag,channel,distance
277,30,-32,1,0,-23,5,-23,6,-22,6,-22,7,-22,8,-21,8,-21,9,-21,10,-20,11,-20,11,-20,12,-20,12,-20,13,-20,13,-20,14,-21,14,-21,14,-2,1,14,-21,14,-22,14,-23,13,-23,13,-24,12,-25,10,-25,9,-7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0,-30,2,-30,0,-30,-2,-30,-4,-29,-5,-28,-6,-28,-6,-27,-6,-26,-7,-26,-7,-26,-6,-26,-6,-25,-6,-25,-5,-24,-5,-24,-4,-23,-4,-23,-3,-24,-2,-24,-1,-24,-1,-23,0,-23,1,-23,2,-23,2,-23,3,-14,1,-45,5,-44,6,-44,8,-43,9,-43,11,-42,12,-41,13,-41,15,-41,16,-41,18,-41,19,-41,20,-41,21,-41,22,-40,23,-40,23,-41,24,-41,24,-42,24,-43,24,-44,23,-45,23,-47,22,-48,20,-49,16,-50,13,-51,3,-51,0,-10,-1,-3,-1,0,-1,1,-1,0,0,-4,0,-11,0,-59,3,-59,-1,-59,-1,-58,-5,-57,-9,-56,-12,-54,-15,-53,-16,-52,-17,-50,-17,-49,-17,-48,-17,-48,-17,-47,-16,-47,-15,-46,-14,-45,-13,-45,-12,-45,-10,-44,-9,-44,-7,-44,-6,-44,-4,-44,-3,-44,-1,-45,0,-45,2,-44,6,50
278,30,-32,1,0,-6,-20,-6,-20,-6,-19,-7,-19,-8,-19,-8,-19,-9,-19,-10,-18,-11,-17,-12,-17,-12,-17,-12,-17,-13,-17,-13,-17,-14,-17,-14,-18,-15,-18,-15,-18,-14,-19,-14,-19,-14,-20,-14,-20,-13,-21,-12,-22,-11,-22,-3,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,0,-27,2,-27,4,-26,5,-26,6,-25,6,-24,7,-23,7,-23,7,-22,7,-22,6,-22,6,-22,6,-22,5,-22,5,-21,4,-21,3,-21,3,-20,2,-20,1,-21,1,-21,0,-20,-1,-20,-2,-20,-3,-20,-3,-21,0,-15,1,-41,0,-40,-2,-39,-3,-38,-4,-38,-5,-39,-5,-38,-7,-38,-9,-38,-11,-38,-12,-38,-13,-38,-14,-38,-15,-38,-17,-38,-18,-39,-19,-39,-19,-40,-18,-41,-18,-42,-17,-42,-16,-43,-15,-44,-13,-45,-10,-46,-7,-46,-4,-46,-1,-46,0,-17,0,-5,0,1,-1,3,-1,1,-1,-6,0,-19,3,-52,6,-51,9,-50,14,-48,17,-47,19,-45,21,-44,22,-42,23,-41,23,-39,22,-38,22,-38,21,-38,21,-38,20,-37,19,-37,18,-37,16,-37,15,-37,14,-37,13,-37,12,-37,11,-37,9,-38,7,-38,5,-38,3,-39,2,-39,6,50
279,30,-32,1,0,-14,13,-14,14,-13,14,-12,14,-12,15,-11,15,-11,16,-10,16,-9,16,-9,17,-9,17,-9,18,-8,18,-8,19,-7,19,-7,19,-7,20,-8,2,0,-8,20,-8,20,-9,20,-10,20,-11,20,-12,19,-13,19,-4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,3,-22,12,-23,11,-24,9,-24,8,-23,7,-23,6,-23,5,-22,5,-22,4,-22,4,-21,5,-21,5,-21,5,-21,6,-20,6,-19,6,-19,6,-18,7,-18,7,-18,8,-17,9,-17,9,-16,10,-16,11,-16,11,-16,12,-12,7,-32,21,-31,21,-30,22,-29,23,-28,24,-28,25,-27,26,-26,27,-25,28,-24,29,-24,29,-24,30,-23,31,-22,32,-21,33,-21,34,-21,34,-21,34,-21,34,-22,35,-24,36,-26,36,-27,35,-29,34,-31,32,-33,28,-34,25,-36,23,-14,8,-5,2,1,-1,2,-2,1,-1,-5,3,-15,10,-41,26,-43,24,-44,20,-46,17,-46,13,-46,11,-4,6,9,-45,7,-44,5,-44,4,-43,4,-43,3,-42,3,-41,4,-41,4,-40,5,-39,7,-38,8,-37,9,-37,10,-36,11,-35,11,-35,13,-35,14,-34,16,-33,17,-32,18,6,50
280,30,-32,1,0,-5,18,-4,18,-4,18,-3,18,-3,19,-2,19,-1,18,-1,18,0,19,1,19,1,19,2,19,2,19,3,19,3,20,3,20,3,21,3,21,3,21,3,21,2,21,1,22,0,22,-1,22,-2,22,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,5,-12,21,-14,21,-15,20,-16,19,-16,17,-16,17,-17,16,-16,15,-16,15,-16,15,-15,15,-15,15,-15,15,-15,15,-14,15,-13,15,-12,15,-12,15,-11,15,-11,16,-10,16,-9,16,-9,16,-8,17,-8,17,-7,18,-6,12,-15,35,-14,35,-13,34,-11,35,-11,35,-10,35,-9,35,-7,36,-5,37,-4,38,-3,38,-2,38,-2,38,-1,38,0,39,1,39,1,39,1,40,1,41,0,42,-1,42,-3,43,-4,44,-6,44,-9,43,-12,42,-15,40,-18,38,-7,13,-3,3,0,-2,0,-3,0,-2,-2,5,-6,16,-18,44,-21,43,-24,41,-27,39,-29,37,-31,35,-32,33,-32,31,-33,29,-33,28,-32,27,-32,2,7,-32,26,-32,26,-31,27,-30,27,-29,27,-27,27,-25,28,-24,28,-24,29,-23,29,-22,29,-21,30,-20,31,-18,32,-17,32,-15,6,50
281,124,-64,7,0,0,0,0,0,0,0,-7,-3,-28,-10,-27,-11,-27,-13,-26,-14,-25,-14,-24,-14,-23,-14,-23,-14,-22,-14,-22,-15,-22,-15,-21,-14,-21,-14,-20,-14,-20,-13,-20,-13,-19,-12,-19,-12,-19,-11,-19,-10,-19,-9,-19,-9,-19,-8,-19,-8,-20,-7,-20,-6,-10,-3,-20,-5,-20,-5,-20,-4,-20,-3,-20,-3,-20,-2,-20,-1,-20,-1,-20,0,-20,0,-21,1,-20,1,-21,1,-21,2,-21,2,-21,3,-21,3,-21,3,-21,3,-21,3,-21,3,-21,3,-21,3,-21,2,-21,2,-21,1,-6,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-8,-1,-57,-7,-57,-11,-54,-17,-53,-20,-51,-2,3,-50,-25,-48,-26,-46,-26,-45,-26,-44,-27,-43,-27,-42,-27,-42,-27,-41,-27,-40,-27,-39,-26,-39,-25,-38,-24,-38,-22,-37,-22,-37,-21,-37,-19,-37,-18,-37,-17,-37,-16,-37,-15,-37,-13,-3,7,-12,-19,-6,-38,-9,-38,-8,-38,-7,-38,-6,-38,-4,-38,-3,-38,-2,-39,-1,-39,1,-39,2,-39,3,-40,3,-40,3,-40,4,-39,5,-40,6,-40,6,-40,7,-39,7,-40,7,-40,7,-41,7,-41,6,-41,5,-41,4,-41,2,-41,0,-40,-2,-5,-1,0,-1,6,50
282,124,-64,7,0,0,0,0,0,0,0,7,0,28,2,28,4,27,5,27,7,26,7,25,8,25,8,24,8,23,9,23,9,23,8,23,8,22,8,22,8,22,8,21,8,20,7,20,6,20,6,20,5,19,5,19,4,19,3,19,2,20,2,19,1,10,0,20,0,19,0,19,-1,19,-1,19,-2,19,-2,19,-3,19,-4,19,-4,18,-5,19,-6,19,-6,19,-6,19,-7,19,-7,19,-7,19,-7,19,-8,19,-8,19,-7,19,-7,19,-7,19,-7,19,-7,20,-7,20,-6,5,-2,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,7,-1,56,-4,56,-1,55,5,55,8,53,11,52,14,50,15,49,16,48,17,46,17,46,18,45,18,44,18,44,17,43,17,43,17,42,17,41,15,40,14,39,14,38,13,38,11,38,10,38,9,38,8,38,6,38,5,37,4,18,1,38,2,37,1,37,0,37,-1,37,-2,37,-4,37,-5,37,-6,37,-7,37,-9,37,-10,37,-11,37,-11,37,-11,37,-12,37,-12,37,-13,37,-13,37,-13,37,-13,38,-13,38,-13,38,-13,38,-12,39,-11,39,-9,39,-5,39,-4,4,-1,-1,-1,-1,-1,6,50
283,124,-64,7,0,-2,22,-2,22,-1,22,-1,21,-1,21,-1,21,0,20,1,20,2,20,3,20,3,20,3,19,3,19,4,19,4,19,4,19,4,19,3,19,3,19,2,19,2,19,2,19,2,19,1,18,0,18,-1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,21,-1,21,-3,22,-5,21,-5,21,-6,21,-7,21,-7,21,-8,21,-8,21,-7,21,-7,21,-7,21,-7,21,-7,21,-7,21,-7,21,-6,21,-6,21,-6,2,1,-6,21,-5,21,-4,21,-3,22,-3,22,-3,22,-6,15,-15,41,-14,41,-13,41,-12,40,-11,40,-11,40,-10,39,-9,39,-7,39,-5,40,-4,39,-4,39,-3,38,-3,38,-2,38,-1,39,-1,39,-2,39,-2,39,-3,38,-4,38,-5,38,-6,37,-7,36,-9,35,-11,33,-12,32,-14,30,-6,10,-2,3,0,-2,-1,-3,0,-2,0,4,0,14,0,41,-2,41,-6,40,-9,40,-13,40,-16,40,-18,40,-19,39,-21,38,-22,37,-22,37,-23,37,-23,37,-23,37,-23,37,-2,3,37,-22,37,-21,37,-20,38,-20,38,-20,38,-20,38,-20,38,-19,39,-17,40,-16,41,-15,41,1,50
284,124,-64,7,0,-15,16,-15,16,-14,16,-14,17,-14,17,-13,17,-12,17,-11,17,-10,17,-10,18,-10,18,-9,18,-9,18,-8,18,-8,18,-8,18,-8,18,-8,18,-8,17,-9,17,-9,17,-10,17,-10,16,-10,15,-11,14,-3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,4,-14,16,-15,16,-17,14,-18,14,-18,13,-19,13,-19,12,-19,11,-19,11,-20,11,-20,11,-20,1,1,-20,11,-20,11,-19,12,-19,12,-18,12,-18,12,-18,13,-18,13,-18,13,-17,14,-17,14,-17,15,-17,15,-17,15,-9,13,-24,38,-23,37,-21,37,-20,37,-19,37,-19,38,-18,38,-16,37,-14,37,-13,37,-12,37,-12,38,-11,38,-10,38,-10,37,-9,37,-8,37,-8,37,-8,36,-9,36,-10,36,-11,36,-12,35,-13,34,-15,33,-17,31,-18,29,-20,27,-8,9,-3,2,0,-1,0,-3,0,-2,-1,4,-3,14,-10,39,-13,39,-16,38,-20,37,-23,36,-25,35,-26,34,-27,33,-28,32,-29,31,-30,30,-30,30,-30,31,-31,31,-31,31,-31,32,-30,32,-29,32,-28,32,-28,32,-28,32,-28,33,-27,34,-27,35,-25,36,-24,37,-23,37,-22,1,50
285,82,32,5,0,-21,-12,-21,-11,-21,-11,-21,-10,-21,-10,-21,-9,-21,-8,-21,-8,-21,-7,-21,-6,-21,-6,-21,-6,-21,-6,-21,-5,-21,-5,-21,-5,-21,-5,-21,-5,-20,-5,-20,-6,-20,-6,-20,-7,-19,-7,-18,-8,-18,-9,-5,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-3,-21,-10,-20,-11,-20,-13,-19,-14,-18,-14,-18,-15,-18,-15,-17,-16,-17,-16,-17,-16,-17,-16,-17,-17,-17,-17,-17,-17,-17,-16,-17,-16,-17,-15,-18,-15,-18,-15,-18,-15,-19,-14,-19,-14,-20,-13,-20,-13,-20,-13,-20,-13,-15,-9,-41,-24,-40,-22,-40,-20,-40,-19,-40,-18,-40,-17,-40,-16,-40,-15,-40,-14,-40,-13,-40,-12,-41,-11,-41,-10,-41,-10,-40,-9,-40,-9,-40,-10,-39,-10,-39,-10,-39,-11,-39,-11,-39,-12,-38,-13,-37,-14,-35,-16,-33,-18,-31,-2,0,-29,-21,-11,-8,-3,-3,1,0,2,0,1,0,-5,-1,-15,-3,-41,-9,-41,-11,-41,-14,-40,-18,-39,-21,-37,-24,-36,-25,-35,-27,-35,-28,-34,-29,-34,-30,-34,-30,-34,-30,-34,-30,-35,-30,-34,-30,-34,-29,-35,-29,-35,-28,-35,-27,-35,-27,-35,-27,-36,-26,-37,-26,-38,-24,-39,-23,-39,-22,-39,1,50
286,30,-32,1,0,0,0,0,0,0,0,3,3,12,15,12,16,11,17,10,18,9,18,9,18,8,19,8,19,8,19,8,19,7,20,7,20,7,20,7,20,7,20,7,19,7,19,7,19,7,19,7,19,7,18,8,18,8,17,8,17,9,18,9,17,4,8,9,17,10,16,10,16,10,15,10,15,10,15,11,14,11,14,11,13,11,13,12,13,12,13,12,12,12,12,12,12,12,11,12,11,12,11,12,11,12,10,11,10,11,10,11,10,11,10,10,10,10,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,27,25,27,27,25,29,23,31,22,33,20,34,19,35,18,35,17,36,17,36,16,37,15,37,15,38,15,39,14,39,14,39,14,39,14,38,15,37,15,37,14,37,14,36,15,36,15,35,16,35,16,35,17,34,17,33,8,16,18,33,19,32,20,31,19,31,20,30,20,30,20,29,21,28,22,27,23,27,23,26,23,25,23,25,23,24,24,23,24,23,23,22,23,22,22,22,22,22,22,21,22,21,21,2,1,21,20,20,20,18,20,17,20,16,20,4,5,0,0,0,1,50
287,30,-32,1,0,0,0,0,0,0,0,-3,-5,-9,-20,-8,-20,-7,-21,-6,-21,-6,-22,-5,-22,-5,-22,-4,-22,-4,-22,-3,-22,-3,-23,-3,-23,-2,-23,-2,-2,3,-3,-23,-3,-22,-3,-22,-3,-22,-3,-22,-3,-22,-3,-21,-4,-21,-4,-21,-4,-21,-5,-21,-5,-21,-3,-10,-6,-20,-6,-20,-7,-19,-7,-19,-7,-19,-7,-19,-8,-18,-8,-18,-9,-17,-9,-17,-9,-17,-9,-17,-9,-17,-10,-16,-10,-16,-10,-15,-10,-15,-10,-15,-10,-15,-10,-15,-10,-14,-10,-14,-9,-14,-9,-14,-8,-14,-8,-14,-2,-4,0,0,0,0,0,0,0,0,1,1,0,0,-4,-3,-11,-10,-29,-28,-29,-29,-27,-31,-25,-33,-24,-35,-23,-36,-22,-37,-21,-38,-21,-38,-20,-39,-19,-39,-18,-40,-17,-41,-16,-41,-15,-42,-16,-41,-16,-40,-17,-40,-17,-39,-17,-39,-17,-39,-17,-38,-18,-38,-18,-37,-18,-37,-18,-37,-18,-37,-18,-36,-14,-25,-20,-33,-21,-33,-22,-33,-22,-33,-22,-32,-23,-31,-24,-30,-24,-29,-24,-28,-24,-28,-24,-28,-24,-28,-24,-27,-25,-26,-25,-25,-26,-24,-26,-24,-26,-23,-26,-23,-25,-22,-25,-22,-24,-22,-23,-22,-22,-22,-21,-22,-20,-22,-19,-22,-18,-22,-7,-8,-2,-3,0,1,50
288,116,64,7,0,0,0,0,0,0,0,3,-4,15,-15,16,-15,17,-13,18,-12,19,-12,19,-12,19,-11,19,-11,20,-10,20,-10,20,-10,20,-10,21,-10,21,-10,21,-9,20,-9,20,-9,19,-9,20,-9,19,-9,19,-9,19,-10,18,-10,18,-11,18,-11,18,-11,9,-6,18,-11,17,-11,17,-12,16,-12,16,-12,16,-12,15,-12,15,-13,14,-13,13,-13,13,-14,13,-14,13,-14,13,-14,12,-14,12,-14,12,-14,12,-14,11,-14,11,-13,11,-13,11,-13,11,-13,11,-12,11,-12,11,-12,2,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-8,28,-30,29,-29,31,-27,33,-24,35,-23,37,-21,38,-20,39,-19,3,9,-18,39,-18,40,-17,41,-17,42,-17,42,-16,42,-15,41,-14,41,-14,40,-15,39,-16,39,-15,39,-15,39,-15,38,-16,38,-17,38,-18,38,-19,37,-18,35,-18,17,-9,35,-19,34,-20,33,-21,33,-21,33,-21,32,-22,31,-22,30,-23,29,-24,29,-25,28,-26,27,-25,27,-25,26,-25,25,-25,25,-26,24,-26,24,-25,23,-24,23,-24,23,-24,23,-24,23,-24,23,-23,22,-21,22,-20,23,-19,23,-17,5,-5,0,0,0,1,50
289,116,64,7,0,0,0,0,0,0,0,3,-5,13,-20,14,-19,16,-18,17,-18,17,-17,18,-17,18,-17,18,-16,19,-16,19,-15,19,-16,19,-16,20,-15,20,-15,20,-15,20,-15,19,-14,19,-14,19,-15,19,-15,18,-15,18,-15,17,-15,17,-16,17,-16,16,-16,8,-8,16,-16,16,-16,15,-16,15,-16,14,-17,14,-17,13,-17,12,-17,12,-17,11,-17,11,-18,11,-18,10,-18,10,-18,10,-18,10,-18,9,-18,9,-18,9,-17,9,-17,9,-17,9,-16,9,-16,8,-16,8,-15,9,-15,2,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-8,30,-32,33,-30,36,-28,38,-27,39,-24,41,-22,42,-21,42,-20,42,-20,43,-19,44,-18,44,-17,45,-17,46,-16,47,-16,47,-15,46,-15,44,-16,43,-16,43,-16,43,-16,42,-16,42,-17,42,-18,41,-18,41,-18,41,-19,40,-19,19,-10,39,-20,38,-21,37,-22,36,-22,35,-22,34,-23,34,-24,33,-24,32,-25,32,-26,31,-27,31,-26,31,-26,30,-27,28,-27,28,-27,27,-27,26,-26,25,-26,25,-26,25,-26,25,-25,25,-25,25,-24,25,-22,25,-21,25,-19,25,-18,6,-5,0,0,0,0,1,50
290,116,64,7,0,0,0,0,0,0,0,-5,-4,-18,-17,-17,-18,-17,-19,-16,-20,-15,-20,-15,-21,-14,-21,-14,-21,-13,-22,-13,-22,-13,-22,-13,-22,-13,-23,-13,-23,-13,-23,-12,-23,-12,-22,-12,-22,-12,-22,-12,-22,-13,-21,-13,-21,-13,-20,-14,-20,-14,-20,-14,-19,-7,-10,-15,-19,-15,-19,-15,-18,-15,-18,-15,-17,-15,-17,-16,-16,-16,-16,-16,-15,-16,-14,-17,-14,-16,-14,-17,-14,-17,-13,-17,-13,-17,-13,-17,-13,-17,-12,-16,-12,-16,-12,-16,-12,-16,-12,-15,-12,-15,-11,-14,-11,-14,-11,-4,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,-7,-36,-27,-35,-30,-34,-32,-32,-35,-30,-37,-29,-39,-28,-40,-28,-40,-27,-41,-25,-41,-25,-42,-24,-43,-24,-44,-24,-45,-23,-46,-22,-46,-22,-45,-23,-43,-23,-42,-23,-42,-23,-42,-23,-41,-23,-41,-24,-40,-24,-40,-24,-40,-25,-40,-26,-39,-13,-19,-27,-37,-28,-36,-28,-35,-28,-34,-28,-33,-29,-33,-29,-32,-30,-30,-30,-28,-31,-28,-31,-27,-31,-28,-32,-28,-32,-27,-32,-26,-32,-25,-32,-24,-32,-23,-32,-23,-30,-22,-30,-22,-30,-22,-29,-22,-28,-22,-27,-22,-26,-22,-24,-23,-22,-23,-6,-6,0,0,0,0,1,50
291,116,64,7,0,-16,18,-15,18,-15,18,-14,18,-13,18,-13,19,-12,19,-11,19,-11,19,-10,19,-10,19,-10,19,-9,19,-9,19,-9,20,-9,19,-8,19,-8,19,-8,19,-9,19,-10,18,-10,18,-11,17,-11,16,-12,16,-3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,4,-13,18,-15,18,-16,17,-17,16,-18,15,-18,15,-19,14,-19,14,-19,14,-20,13,-20,13,-20,13,-20,13,-20,13,-20,13,-19,14,-18,14,-18,14,-18,15,-18,15,-18,16,-17,16,-17,16,-17,16,-17,17,-17,17,-11,13,-28,38,-26,38,-25,38,-24,38,-23,38,-23,39,-22,38,-20,38,-18,39,-17,39,-1,6,39,-15,39,-14,39,-14,39,-13,39,-13,39,-12,39,-12,39,-12,39,-13,38,-14,38,-15,37,-16,37,-17,36,-19,34,-20,32,-22,29,-23,27,-9,9,-3,2,0,-2,0,-3,0,-2,-1,4,-4,14,-12,40,-14,39,-18,39,-22,38,-26,37,-28,35,-30,34,-31,33,-32,31,-32,30,-32,30,-33,30,-33,31,-33,32,-34,32,-34,32,-33,31,-33,32,-32,32,-32,32,-32,33,-31,33,-31,34,-30,35,-29,36,-28,38,-26,39,-25,1,50
292,116,64,7,0,-15,-18,-15,-18,-15,-18,-15,-17,-15,-17,-15,-16,-15,-16,-16,-15,-16,-14,-16,-14,-16,-14,-17,-13,-17,-13,-17,-13,-1,7,-12,-17,-12,-17,-12,-17,-12,-17,-12,-16,-13,-16,-13,-15,-13,-15,-14,-14,-14,-13,-15,-3,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-4,-16,-16,-15,-17,-13,-18,-12,-19,-12,-20,-11,-2,0,-11,-20,-10,-20,-10,-21,-9,-21,-9,-21,-9,-21,-9,-22,-10,-22,-10,-21,-10,-21,-10,-20,-11,-20,-11,-20,-11,-20,-12,-20,-12,-20,-12,-19,-13,-19,-13,-20,-13,-20,-9,-15,-25,-41,-25,-39,-25,-38,-26,-36,-26,-35,-26,-35,-26,-34,-27,-33,-28,-32,-30,-31,-31,-30,-31,-29,-31,-28,-31,-28,-32,-27,-32,-27,-32,-27,-32,-27,-31,-28,-30,-28,-30,-29,-29,-29,-28,-29,-27,-30,-25,-30,-22,-31,-19,-32,-17,-32,-6,-12,-2,-4,0,0,1,1,0,0,-4,-3,-12,-10,-32,-28,-31,-30,-29,-32,-26,-35,-23,-38,-21,-39,-19,-40,-18,-41,-17,-42,-16,-42,-15,-42,-15,-42,-16,-43,-16,-43,-16,-43,-16,-43,-16,-43,-17,-42,-17,-41,-18,-41,-18,-41,-18,-41,-19,-41,-20,-41,-22,-40,-23,-40,-24,-39,1,50
293,124,-64,7,0,-19,-10,-19,-10,-19,-9,-19,-9,-19,-8,-19,-7,-19,-7,-19,-6,-19,-5,-19,-5,-19,-5,-19,-5,-19,-4,-19,-4,-19,-3,-19,-3,-19,-3,-19,-3,-19,-4,-19,-4,-18,-4,-18,-5,-18,-5,-17,-6,-16,-7,-4,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-2,-18,-8,-18,-10,-18,-11,-17,-12,-17,-13,-16,-13,-16,-13,-16,-14,-15,-14,-15,-14,-15,-15,-15,-15,-15,-15,-16,-15,-16,-14,-16,-14,-16,-13,-16,-13,-17,-13,-17,-13,-18,-12,-18,-12,-18,-12,-18,-11,-18,-11,-18,-11,-13,-9,-37,-23,-36,-21,-35,-20,-35,-19,-3,5,-17,-35,-16,-35,-15,-35,-14,-36,-13,-36,-13,-36,-12,-36,-11,-36,-10,-36,-10,-36,-10,-36,-9,-36,-9,-36,-9,-36,-9,-35,-9,-35,-10,-34,-10,-34,-11,-33,-13,-31,-15,-29,-17,-28,-18,-26,-19,-9,-7,-3,-3,0,0,2,0,1,0,-4,-1,-13,-4,-35,-10,-35,-13,-35,-16,-34,-19,-33,-22,-32,-24,-31,-25,-30,-26,-30,-26,-29,-27,-29,-27,-29,-28,-29,-28,-29,-29,-29,-29,-29,-29,-29,-29,-3,0,-28,-30,-27,-30,-26,-31,-26,-31,-25,-32,-24,-32,-24,-33,-23,-34,-22,-35,-22,1,50
294,116,64,7,0,-23,-4,-23,-3,-23,-3,-23,-2,-23,-2,-23,-1,-22,-1,-22,0,-22,0,-21,1,-21,1,-22,1,-22,2,-21,2,-21,2,-21,2,-21,2,-21,2,-21,2,-21,1,-21,1,-20,0,-20,-1,-20,-2,-19,-3,-5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,-23,-1,-23,-2,-23,-4,-22,-5,-22,-6,-22,-7,-22,-7,-22,-8,-22,-8,-22,-8,-22,-8,-22,-9,-22,-9,-22,-9,-22,-8,-22,-8,-22,-8,-22,-7,-22,-7,-22,-7,-23,-6,-23,-6,-23,-5,-23,-5,-23,-5,-24,-5,-16,-7,-44,-18,-43,-17,-43,-15,-42,-14,-42,-13,-42,-12,-42,-12,-41,-11,-41,-9,-41,-8,-42,-6,-42,-5,-42,-5,-42,-4,-41,-4,-41,-4,-40,-4,-40,-4,-40,-5,-39,-6,-39,-6,-39,-7,-39,-7,-38,-8,-37,-10,-35,-13,-33,-15,-32,-17,-12,-7,-4,-3,1,0,2,0,1,0,-5,0,-15,-1,-41,-2,-41,-5,-42,-8,-42,-12,-42,-15,-41,-18,-40,-20,-39,-22,-38,-23,-37,-24,-37,-25,-37,-25,-37,-24,-38,-24,-38,-24,-38,-25,-38,-24,-39,-24,-39,-23,-39,-22,-39,-22,-39,-22,-39,-22,-40,-21,-41,-19,-42,-18,-42,-17,-42,-16,1,50
